Year,Month,SensorName,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in),WeekNum
1990,9,Fish Lake,0.0,70.2966666667,73.3,40.7666666667,53.9333333333,0.00333333333333,2.5
1990,9,Green Lake,0.0,34.07,65.1,41.9,51.0666666667,0.0233333333333,2.5
1990,9,Grouse Camp,0.0,28.4733333333,69.5666666667,45.3,55.7666666667,0.00333333333333,2.5
1990,9,Hart's Pass,0.0,56.9466666667,62.2,41.4666666667,49.9333333333,0.16,2.5
1990,9,June Lake,0.0,167.45,68.0333333333,50.6,58.5333333333,0.0166666666667,2.5
1990,9,Lone Pine,0.0,94.58,63.7333333333,48.4333333333,55.1333333333,0.01,2.5
1990,9,Lyman Lake,0.0,75.59,62.6333333333,42.8666666667,50.7,0.0333333333333,2.5
1990,9,Morse Lake,0.0,83.83,66.4333333333,40.8,51.3333333333,0.01,2.5
1990,9,Mount Crag,0.0,56.0966666667,63.3333333333,46.6333333333,53.2,0.02,2.5
1990,9,Olallie Meadows,0.0,140.403333333,61.9333333333,47.9333333333,54.0333333333,0.0366666666667,2.5
1990,9,Paradise ,0.0,124.82,64.7333333333,45.9,54.1666666667,0.01,2.5
1990,9,Park Creek Ridge,0.0,68.6066666667,37.7333333333,34.9666666667,36.2666666667,0.00666666666667,2.5
1990,9,Pigtail Peak,0.0,97.4933333333,62.9666666667,44.4,52.2333333333,0.0233333333333,2.5
1990,9,Pope Ridge,0.0,34.03,74.5666666667,42.8,56.2666666667,0.00333333333333,2.5
1990,9,Potato Hill,0.0,51.9966666667,70.0,53.3333333333,59.8333333333,0.00333333333333,2.5
1990,9,Quartz Peak,0.0,51.9966666667,70.0,53.3333333333,59.8333333333,0.00333333333333,2.5
1990,9,Salmon Meadows,0.0,29.2,68.2666666667,43.0,54.1666666667,0.0,2.5
1990,9,Sasse Ridge,0.0,65.1333333333,71.3,50.0333333333,57.8333333333,0.00666666666667,2.5
1990,9,Sheep Canyon,0.0,124.0,66.4333333333,47.9,55.7666666667,0.0,2.5
1990,9,Spencer Meadow,0.0,103.05,69.4666666667,43.3333333333,55.2666666667,0.02,2.5
1990,9,Spirit Lake,0.0,90.6958333333,88.1666666667,58.6666666667,71.5416666667,0.00833333333333,2.125
1990,9,Stampede Pass,0.0,108.393333333,67.3,47.0,54.7,0.0166666666667,2.5
1990,9,Surprise Lakes,0.0,98.2133333333,69.2,45.5333333333,55.4,0.0166666666667,2.5
1990,9,Thunder Basin,0.0,72.7966666667,67.8333333333,36.3333333333,46.8666666667,0.0133333333333,2.5
1990,9,Touchet,0.0,51.7,70.8,50.0333333333,58.6,0.0,2.5
1990,9,Trough,0.0,23.69,66.2,50.2666666667,57.6333333333,0.00333333333333,2.5
1990,9,Upper Wheeler,0.0,23.7,71.5666666667,48.3666666667,56.9666666667,0.00666666666667,2.5
1990,9,White Pass ES,0.0,44.4133333333,65.6,42.9666666667,52.1666666667,0.01,2.5
1991,1,Blewett Pass,7.5,26.4258064516,32.6774193548,20.064516129,25.6774193548,0.154838709677,2.54838709677
1991,1,Bumping Ridge,12.2032258065,39.4258064516,31.7741935484,20.3870967742,25.935483871,0.387096774194,2.54838709677
1991,1,Bunchgrass Meadow,16.5580645161,23.6935483871,22.3225806452,5.87096774194,15.064516129,0.177419354839,2.54838709677
1991,1,Corral Pass,19.7548387097,34.5709677419,31.6129032258,20.7096774194,25.2580645161,0.2,2.54838709677
1991,1,Cougar Mountain,12.6290322581,73.0387096774,34.7741935484,24.9677419355,29.2580645161,0.422580645161,2.54838709677
1991,1,Fish Lake,17.6290322581,55.8225806452,33.5483870968,19.6451612903,25.6129032258,0.341935483871,2.54838709677
1991,1,Green Lake,9.75483870968,15.1225806452,30.1612903226,18.3870967742,24.8387096774,0.112903225806,2.54838709677
1991,1,Grouse Camp,6.38709677419,16.1709677419,31.4193548387,16.3870967742,23.4193548387,0.0838709677419,2.54838709677
1991,1,Hart's Pass,46.5161290323,43.764516129,27.6129032258,13.3870967742,18.4838709677,0.367741935484,2.54838709677
1991,1,June Lake,20.5476190476,88.419047619,35.9047619048,27.1904761905,31.5714285714,0.871428571429,2.0
1991,1,Lone Pine,13.1548387097,43.8709677419,32.4193548387,24.8709677419,28.7096774194,0.325806451613,2.54838709677
1991,1,Lost Horse,8.12580645161,13.5096774194,33.4838709677,19.2580645161,25.6774193548,0.0967741935484,2.54838709677
1991,1,Lyman Lake,59.3451612903,63.1709677419,30.2580645161,15.6774193548,21.0967741935,0.38064516129,2.54838709677
1991,1,Morse Lake,22.6870967742,39.964516129,32.5483870968,16.6774193548,24.0322580645,0.477419354839,2.54838709677
1991,1,Mount Crag,7.06666666667,35.54,33.7333333333,25.2333333333,29.0333333333,0.183333333333,2.6
1991,1,Olallie Meadows,27.6774193548,96.8806451613,30.3225806452,21.4193548387,26.064516129,0.61935483871,2.54838709677
1991,1,Paradise ,42.8806451613,73.7225806452,33.1935483871,22.5483870968,26.6451612903,0.474193548387,2.54838709677
1991,1,Park Creek Ridge,36.6967741935,55.8580645161,29.6774193548,18.6774193548,23.8387096774,0.325806451613,2.54838709677
1991,1,Pigtail Peak,36.4466666667,51.2733333333,28.7,38.0666666667,15.9233333333,0.342857142857,2.53333333333
1991,1,Pope Ridge,9.54516129032,30.1129032258,31.2903225806,13.8064516129,21.0,0.141935483871,2.54838709677
1991,1,Potato Hill,10.0967741935,21.5677419355,25.2903225806,17.0967741935,20.6451612903,0.183870967742,2.54838709677
1991,1,Quartz Peak,10.0967741935,21.5677419355,25.2903225806,17.0967741935,20.6451612903,0.183870967742,2.54838709677
1991,1,Salmon Meadows,3.83225806452,6.46774193548,23.8064516129,11.5806451613,17.6129032258,0.0387096774194,2.54838709677
1991,1,Sasse Ridge,14.7322580645,46.9419354839,32.6129032258,20.8387096774,26.0,0.267741935484,2.54838709677
1991,1,Sheep Canyon,23.2161290323,61.0967741935,37.2258064516,26.5483870968,30.935483871,0.409677419355,2.54838709677
1991,1,Spencer Meadow,11.4193548387,52.2387096774,36.3870967742,22.6129032258,28.6774193548,0.367741935484,2.54838709677
1991,1,Spirit Lake,2.64516129032,47.3677419355,37.5161290323,27.064516129,31.8709677419,0.267741935484,2.54838709677
1991,1,Stampede Pass,23.1935483871,70.9870967742,29.2258064516,19.935483871,24.5483870968,0.383870967742,2.54838709677
1991,1,Surprise Lakes,22.5903225806,52.2129032258,33.4838709677,20.6129032258,26.3225806452,0.348387096774,2.54838709677
1991,1,Thunder Basin,26.4161290323,62.1967741935,31.0,14.4193548387,20.4193548387,0.38064516129,2.54838709677
1991,1,Touchet,11.9032258065,24.8741935484,31.1935483871,19.7419354839,24.6774193548,0.158064516129,2.54838709677
1991,1,Trough,2.37741935484,8.34193548387,31.9677419355,19.0967741935,25.2580645161,0.041935483871,2.54838709677
1991,1,Upper Wheeler,5.87419354839,11.3483870968,29.6129032258,17.6129032258,23.4838709677,0.0741935483871,2.54838709677
1991,1,White Pass ES,11.6580645161,24.5258064516,29.3548387097,19.1935483871,24.0322580645,0.170967741935,2.54838709677
1991,10,Blewett Pass,0.135483870968,0.490322580645,52.8387096774,34.6451612903,42.2580645161,0.0612903225806,1.06451612903
1991,10,Bumping Ridge,0.158064516129,0.338709677419,53.5161290323,33.8387096774,41.3548387097,0.0677419354839,1.06451612903
1991,10,Bunchgrass Meadow,0.348387096774,0.348387096774,45.4516129032,21.7096774194,33.2258064516,0.0451612903226,1.06451612903
1991,10,Corral Pass,0.258064516129,0.854838709677,49.064516129,32.3225806452,39.4516129032,0.103225806452,1.06451612903
1991,10,Cougar Mountain,0.0774193548387,0.987096774194,53.5806451613,36.8387096774,43.5161290323,0.138709677419,1.06451612903
1991,10,Fish Lake,0.0645161290323,0.706451612903,56.5806451613,30.4193548387,39.935483871,0.109677419355,1.06451612903
1991,10,Green Lake,0.283870967742,0.293548387097,48.935483871,30.7096774194,38.6774193548,0.0516129032258,1.06451612903
1991,10,Grouse Camp,0.0741935483871,0.0741935483871,50.4193548387,30.0967741935,39.5161290323,0.0225806451613,1.06451612903
1991,10,Hart's Pass,0.212903225806,0.435483870968,43.4193548387,25.7419354839,33.3870967742,0.0516129032258,1.06451612903
1991,10,June Lake,0.641935483871,1.44838709677,55.2580645161,39.4838709677,46.4516129032,0.2,1.06451612903
1991,10,Lone Pine,0.383870967742,1.12903225806,49.4193548387,38.2903225806,43.7741935484,0.161290322581,1.06451612903
1991,10,Lost Horse,0.293548387097,0.467741935484,52.5806451613,33.7419354839,41.7419354839,0.0548387096774,1.06451612903
1991,10,Lyman Lake,0.196774193548,0.464516129032,47.0,28.5483870968,35.5483870968,0.0677419354839,1.06451612903
1991,10,Morse Lake,0.306451612903,0.864516129032,50.4193548387,28.6774193548,38.3225806452,0.116129032258,1.06451612903
1991,10,Moses Mountain,0.0,0.422222222222,15.7777777778,33.7777777778,9.66666666667,0.0777777777778,1.0
1991,10,Mount Crag,0.261290322581,0.651612903226,49.2580645161,36.2903225806,41.3548387097,0.0709677419355,1.06451612903
1991,10,Olallie Meadows,0.445161290323,1.12258064516,47.4193548387,36.2903225806,41.2258064516,0.161290322581,1.06451612903
1991,10,Paradise ,0.864516129032,1.3064516129,50.5161290323,33.935483871,40.8387096774,0.18064516129,1.06451612903
1991,10,Park Creek Ridge,0.0451612903226,0.625806451613,48.7741935484,34.3548387097,40.6129032258,0.0709677419355,1.06451612903
1991,10,Pigtail Peak,0.496774193548,0.887096774194,48.0322580645,31.3548387097,38.5806451613,0.112903225806,1.06451612903
1991,10,Pope Ridge,0.170967741935,0.803225806452,53.0,29.7096774194,39.9677419355,0.0645161290323,1.06451612903
1991,10,Potato Hill,0.174193548387,0.2,48.2258064516,34.3870967742,40.1612903226,0.0322580645161,1.06451612903
1991,10,Quartz Peak,0.174193548387,0.2,48.2258064516,34.3870967742,40.1612903226,0.0322580645161,1.06451612903
1991,10,Salmon Meadows,0.041935483871,0.229032258065,47.3225806452,26.2580645161,36.2580645161,0.0258064516129,1.06451612903
1991,10,Sasse Ridge,0.2,0.351724137931,53.6896551724,36.3103448276,42.9310344828,0.0586206896552,1.06896551724
1991,10,Sheep Canyon,0.51935483871,1.35161290323,52.6129032258,38.0,44.7741935484,0.167741935484,1.06451612903
1991,10,Spencer Meadow,0.564516129032,1.07741935484,55.6451612903,33.3225806452,43.5806451613,0.154838709677,1.06451612903
1991,10,Spirit Lake,0.416129032258,1.29032258065,55.0967741935,38.5483870968,46.2903225806,0.167741935484,1.06451612903
1991,10,Stampede Pass,0.235483870968,1.33225806452,51.1290322581,35.3548387097,41.1612903226,0.167741935484,1.06451612903
1991,10,Surprise Lakes,0.783870967742,1.01612903226,53.0,35.3870967742,42.6129032258,0.125806451613,1.06451612903
1991,10,Thunder Basin,0.0,0.0,-17.4285714286,59.5714285714,0.0,,1.0
1991,10,Touchet,0.235483870968,0.31935483871,50.6774193548,35.4193548387,42.2258064516,0.0741935483871,1.06451612903
1991,10,Trough,0.170967741935,0.212903225806,49.5161290323,34.6451612903,41.4193548387,0.0516129032258,1.06451612903
1991,10,Upper Wheeler,0.0548387096774,0.245161290323,49.7096774194,34.0,40.6129032258,0.0483870967742,1.06451612903
1991,10,White Pass ES,0.21935483871,0.451612903226,48.9032258065,32.4193548387,39.5483870968,0.0677419354839,1.06451612903
1991,11,Blewett Pass,1.20666666667,3.81333333333,35.9666666667,25.8666666667,30.3666666667,0.16,1.06666666667
1991,11,Bumping Ridge,1.17666666667,7.04333333333,35.4666666667,25.8,30.5333333333,0.386666666667,1.06666666667
1991,11,Bunchgrass Meadow,3.89333333333,4.01666666667,29.0,16.4333333333,23.5,0.193333333333,1.06666666667
1991,11,Corral Pass,3.59666666667,7.85,34.0666666667,24.0333333333,28.7,0.386666666667,1.06666666667
1991,11,Cougar Mountain,0.706666666667,12.4866666667,38.9,31.0333333333,35.2,0.63,1.06666666667
1991,11,Fish Lake,2.04666666667,9.33666666667,35.1,26.7333333333,30.5666666667,0.436666666667,1.06666666667
1991,11,Green Lake,1.86333333333,3.81666666667,33.6,22.6,28.2,0.19,1.06666666667
1991,11,Grouse Camp,1.52666666667,2.64666666667,34.8,22.5333333333,28.0333333333,0.166666666667,1.06666666667
1991,11,Hart's Pass,5.3,6.03666666667,29.4666666667,18.1,22.6333333333,0.32,1.06666666667
1991,11,June Lake,0.816666666667,18.6666666667,40.9666666667,31.5,35.9,0.9,1.06666666667
1991,11,Lone Pine,1.94,12.3133333333,36.4,30.0,33.3333333333,0.536666666667,1.06666666667
1991,11,Lost Horse,1.63666666667,3.75666666667,35.6,24.8333333333,29.6666666667,0.163333333333,1.06666666667
1991,11,Lyman Lake,5.77333333333,7.58666666667,31.9,20.6666666667,25.2666666667,0.396666666667,1.06666666667
1991,11,Morse Lake,3.99666666667,9.05,35.5,22.2,28.5,0.446666666667,1.06666666667
1991,11,Moses Mountain,0.863333333333,5.51666666667,32.2,21.2666666667,25.8666666667,0.28,1.06666666667
1991,11,Mount Crag,1.92272727273,7.26363636364,37.3636363636,29.6818181818,33.5,0.336363636364,1.09090909091
1991,11,Olallie Meadows,3.23333333333,15.74,34.6666666667,27.9,31.1666666667,0.8,1.06666666667
1991,11,Paradise ,5.67666666667,17.05,36.2666666667,26.1,30.7666666667,0.816666666667,1.06666666667
1991,11,Park Creek Ridge,5.86,9.78,33.3333333333,23.9333333333,28.1333333333,0.523333333333,1.06666666667
1991,11,Pigtail Peak,2.93666666667,9.47666666667,33.7333333333,23.1,28.5333333333,0.48,1.06666666667
1991,11,Pope Ridge,3.21666666667,4.93333333333,36.6,23.1,28.6333333333,0.216666666667,1.06666666667
1991,11,Potato Hill,1.77666666667,3.37666666667,32.3,24.7333333333,27.9,0.18,1.06666666667
1991,11,Quartz Peak,1.77666666667,3.37666666667,32.3,24.7333333333,27.9,0.18,1.06666666667
1991,11,Salmon Meadows,1.22,1.96666666667,31.4666666667,20.4333333333,25.5666666667,0.09,1.06666666667
1991,11,Sasse Ridge,2.87586206897,7.16551724138,35.724137931,26.1034482759,30.3448275862,0.365517241379,1.06896551724
1991,11,Sheep Canyon,1.84666666667,14.4033333333,39.2333333333,30.4666666667,35.0666666667,0.676666666667,1.06666666667
1991,11,Spencer Meadow,1.44666666667,12.32,40.1666666667,30.1666666667,35.0333333333,0.58,1.06666666667
1991,11,Spirit Lake,0.47,12.6733333333,41.7333333333,32.2666666667,36.9333333333,0.58,1.06666666667
1991,11,Stampede Pass,2.83,12.56,33.8666666667,27.4,30.6666666667,0.59,1.06666666667
1991,11,Surprise Lakes,3.96666666667,11.08,36.8,27.6333333333,31.9333333333,0.57,1.06666666667
1991,11,Touchet,3.11,8.03333333333,34.6666666667,24.6,29.0333333333,0.49,1.06666666667
1991,11,Trough,1.07666666667,2.69,34.5333333333,24.7,29.4,0.106666666667,1.06666666667
1991,11,Upper Wheeler,0.983333333333,2.63333333333,34.3,24.2666666667,29.1,0.11,1.06666666667
1991,11,White Pass ES,1.31333333333,5.67,33.5,25.4666666667,29.4,0.28,1.06666666667
1991,12,Blewett Pass,4.42903225806,9.63225806452,33.0322580645,25.7096774194,29.0322580645,0.148387096774,1.06451612903
1991,12,Bumping Ridge,6.49032258065,18.3548387097,31.3870967742,24.2580645161,27.8387096774,0.225806451613,1.06451612903
1991,12,Bunchgrass Meadow,10.2161290323,10.6161290323,27.5161290323,15.2903225806,21.7096774194,0.151612903226,1.06451612903
1991,12,Corral Pass,13.3258064516,19.4774193548,33.1290322581,23.8064516129,27.935483871,0.21935483871,1.06451612903
1991,12,Cougar Mountain,4.15161290323,33.4096774194,37.0322580645,30.2258064516,33.7419354839,0.445161290323,1.06451612903
1991,12,Fish Lake,9.96129032258,23.8677419355,32.4838709677,25.5806451613,28.7741935484,0.348387096774,1.06451612903
1991,12,Green Lake,6.35161290323,9.3935483871,31.4838709677,21.4516129032,26.4838709677,0.116129032258,1.06451612903
1991,12,Grouse Camp,7.3935483871,7.66774193548,32.4516129032,21.0967741935,26.2903225806,0.1,1.06451612903
1991,12,Hart's Pass,15.4193548387,14.5032258065,26.7419354839,17.4193548387,21.1290322581,0.193548387097,1.06451612903
1991,12,June Lake,2.48064516129,44.4451612903,37.8709677419,29.5161290323,33.3548387097,0.538709677419,1.06451612903
1991,12,Lone Pine,7.11935483871,26.8161290323,34.064516129,28.4516129032,31.3225806452,0.274193548387,1.06451612903
1991,12,Lost Horse,5.06129032258,8.30322580645,33.064516129,23.3225806452,27.6774193548,0.0935483870968,1.06451612903
1991,12,Lyman Lake,23.8032258065,19.2806451613,28.7741935484,18.935483871,23.3225806452,0.261290322581,1.06451612903
1991,12,Morse Lake,15.5967741935,21.7096774194,31.7419354839,20.6451612903,25.8709677419,0.238709677419,1.06451612903
1991,12,Moses Mountain,3.28387096774,10.8870967742,30.8064516129,21.1612903226,25.6774193548,0.0903225806452,1.06451612903
1991,12,Mount Crag,3.988,14.176,35.84,28.96,32.16,0.22,1.08
1991,12,Olallie Meadows,13.1193548387,41.7129032258,32.6129032258,26.8064516129,29.4516129032,0.609677419355,1.06451612903
1991,12,Paradise ,23.8451612903,39.4064516129,36.1935483871,25.9677419355,30.2903225806,0.445161290323,1.06451612903
1991,12,Park Creek Ridge,20.7838709677,23.8741935484,30.1935483871,23.064516129,25.9032258065,0.277419354839,1.06451612903
1991,12,Pigtail Peak,14.3967741935,23.3387096774,33.1290322581,23.4516129032,27.9032258065,0.261290322581,1.06451612903
1991,12,Pope Ridge,8.25483870968,11.1870967742,33.9677419355,21.8387096774,27.4838709677,0.135483870968,1.06451612903
1991,12,Potato Hill,5.03225806452,8.7,31.5806451613,24.5806451613,27.8064516129,0.109677419355,1.06451612903
1991,12,Quartz Peak,5.03225806452,8.7,31.5806451613,24.5806451613,27.8064516129,0.109677419355,1.06451612903
1991,12,Salmon Meadows,3.37741935484,4.22258064516,29.7096774194,18.3548387097,23.7741935484,0.0451612903226,1.06451612903
1991,12,Sasse Ridge,11.0387096774,19.1,32.3548387097,25.0322580645,28.4193548387,0.28064516129,1.06451612903
1991,12,Sheep Canyon,7.95161290323,35.564516129,37.9677419355,29.8387096774,33.7419354839,0.458064516129,1.06451612903
1991,12,Spencer Meadow,3.77419354839,28.6064516129,37.0322580645,29.0967741935,32.6129032258,0.3,1.06451612903
1991,12,Spirit Lake,0.822580645161,30.3419354839,38.2580645161,31.3225806452,34.5161290323,0.361290322581,1.06451612903
1991,12,Stampede Pass,13.4161290323,34.0709677419,30.8387096774,25.9032258065,28.2580645161,0.506451612903,1.06451612903
1991,12,Surprise Lakes,12.964516129,28.1225806452,32.5161290323,25.3548387097,28.7419354839,0.341935483871,1.06451612903
1991,12,Touchet,12.464516129,20.964516129,33.1612903226,24.6774193548,28.6129032258,0.183870967742,1.06451612903
1991,12,Trough,2.77419354839,5.70322580645,33.1935483871,23.6129032258,28.1935483871,0.0516129032258,1.06451612903
1991,12,Upper Wheeler,3.56451612903,5.85483870968,31.6451612903,23.064516129,27.1935483871,0.0516129032258,1.06451612903
1991,12,White Pass ES,6.46129032258,14.3,30.2580645161,23.7096774194,27.0,0.187096774194,1.06451612903
1991,2,Blewett Pass,7.23214285714,29.5821428571,43.3928571429,30.3571428571,35.6428571429,0.110714285714,2.39285714286
1991,2,Bumping Ridge,13.6142857143,48.7535714286,42.9285714286,29.0357142857,34.4285714286,0.267857142857,2.39285714286
1991,2,Bunchgrass Meadow,21.5777777778,29.0407407407,36.6296296296,20.8518518519,28.8888888889,0.196296296296,2.37037037037
1991,2,Corral Pass,24.3892857143,41.475,40.8571428571,28.0357142857,33.3928571429,0.282142857143,2.39285714286
1991,2,Cougar Mountain,11.0214285714,86.0285714286,46.4642857143,33.8214285714,39.4285714286,0.503571428571,2.39285714286
1991,2,Fish Lake,21.1642857143,65.8214285714,43.3928571429,28.7857142857,33.8214285714,0.357142857143,2.39285714286
1991,2,Green Lake,12.1178571429,18.65,38.4642857143,25.1071428571,30.8928571429,0.114285714286,2.39285714286
1991,2,Grouse Camp,7.25,17.8607142857,41.6428571429,26.1071428571,32.7857142857,0.0535714285714,2.39285714286
1991,2,Hart's Pass,57.4259259259,52.1111111111,35.8888888889,21.0,26.7777777778,0.259259259259,2.40740740741
1991,2,June Lake,15.05,115.388461538,48.3846153846,35.2307692308,40.8846153846,0.757692307692,2.5
1991,2,Lone Pine,12.5464285714,57.6,41.0714285714,33.4285714286,37.1428571429,0.482142857143,2.39285714286
1991,2,Lost Horse,9.16071428571,16.65,41.8571428571,28.9285714286,33.8571428571,0.0964285714286,2.39285714286
1991,2,Lyman Lake,71.45,78.2607142857,38.0714285714,23.6071428571,29.1071428571,0.625,2.39285714286
1991,2,Morse Lake,33.8464285714,52.9392857143,41.4642857143,24.4285714286,31.5357142857,0.371428571429,2.39285714286
1991,2,Mount Crag,6.17307692308,48.8692307692,43.0769230769,32.3461538462,36.6538461538,0.523076923077,2.34615384615
1991,2,Olallie Meadows,34.4,115.038461538,39.5384615385,31.2307692308,35.0,0.692307692308,2.38461538462
1991,2,Paradise ,53.6142857143,88.5607142857,43.7857142857,29.8928571429,35.3928571429,0.582142857143,2.39285714286
1991,2,Park Creek Ridge,49.2928571429,67.1785714286,39.3571428571,28.0357142857,32.3214285714,0.385714285714,2.39285714286
1991,2,Pigtail Peak,46.3964285714,58.8,40.5357142857,29.1428571429,15.2964285714,0.271428571429,2.39285714286
1991,2,Pope Ridge,11.3571428571,34.175,43.9642857143,26.1428571429,33.0714285714,0.153571428571,2.39285714286
1991,2,Potato Hill,12.2071428571,25.3428571429,39.4642857143,29.25,33.4642857143,0.0964285714286,2.39285714286
1991,2,Quartz Peak,12.2071428571,25.3428571429,39.4642857143,29.25,33.4642857143,0.0964285714286,2.39285714286
1991,2,Salmon Meadows,4.92857142857,7.46071428571,37.6071428571,24.5357142857,30.4642857143,0.025,2.39285714286
1991,2,Sasse Ridge,18.5192307692,53.6192307692,42.3461538462,30.3076923077,34.6923076923,0.246153846154,2.38461538462
1991,2,Sheep Canyon,21.9964285714,78.3107142857,46.1428571429,34.7857142857,39.5,0.703571428571,2.39285714286
1991,2,Spencer Meadow,9.97777777778,64.9740740741,47.4444444444,32.4074074074,39.2222222222,0.433333333333,2.40740740741
1991,2,Spirit Lake,0.0928571428571,60.475,46.75,35.2142857143,40.6428571429,0.517857142857,2.39285714286
1991,2,Stampede Pass,27.1,80.6964285714,40.9642857143,30.0357142857,34.3571428571,0.357142857143,2.39285714286
1991,2,Surprise Lakes,23.8607142857,62.2607142857,43.0,31.3928571429,36.0,0.371428571429,2.39285714286
1991,2,Thunder Basin,32.5678571429,73.0678571429,42.0357142857,25.0357142857,30.9285714286,0.339285714286,2.39285714286
1991,2,Touchet,15.3851851852,28.5444444444,41.8888888889,29.962962963,34.8148148148,0.0962962962963,2.40740740741
1991,2,Trough,2.13571428571,9.26785714286,40.3571428571,29.0,34.3571428571,0.0285714285714,2.39285714286
1991,2,Upper Wheeler,7.23214285714,13.0464285714,40.5357142857,29.1785714286,33.6071428571,0.0357142857143,2.39285714286
1991,2,White Pass ES,12.7071428571,28.8428571429,37.8214285714,27.6785714286,32.1071428571,0.135714285714,2.39285714286
1991,3,Blewett Pass,10.2032258065,33.6709677419,39.2258064516,22.9032258065,29.6129032258,0.132258064516,2.54838709677
1991,3,Bumping Ridge,18.035483871,57.8032258065,36.9032258065,21.3225806452,28.064516129,0.21935483871,2.54838709677
1991,3,Bunchgrass Meadow,25.8677419355,34.4322580645,34.8709677419,10.0,22.8064516129,0.164516129032,2.54838709677
1991,3,Corral Pass,31.4709677419,49.1451612903,34.1290322581,18.9677419355,25.0322580645,0.2,2.54838709677
1991,3,Cougar Mountain,14.7612903226,98.7741935484,40.8709677419,27.0967741935,32.8064516129,0.267741935484,2.54838709677
1991,3,Fish Lake,26.4290322581,73.2903225806,41.4838709677,23.2580645161,30.5483870968,0.154838709677,2.54838709677
1991,3,Green Lake,15.6516129032,23.3096774194,32.5806451613,16.3548387097,23.6129032258,0.183870967742,2.54838709677
1991,3,Grouse Camp,11.5677419355,20.8967741935,36.7419354839,17.7419354839,25.935483871,0.125806451613,2.54838709677
1991,3,Hart's Pass,66.8903225806,56.7677419355,30.8387096774,13.064516129,20.0,0.0612903225806,2.54838709677
1991,3,June Lake,15.5193548387,138.903225806,40.7741935484,26.7096774194,33.0322580645,0.622580645161,2.54838709677
1991,3,Lone Pine,17.5935483871,70.7161290323,34.0967741935,25.3225806452,29.7419354839,0.409677419355,2.54838709677
1991,3,Lost Horse,12.2096774194,20.9741935484,36.3225806452,20.2580645161,27.0322580645,0.183870967742,2.54838709677
1991,3,Lyman Lake,80.964516129,89.5322580645,35.1935483871,15.2580645161,22.5161290323,0.248387096774,2.54838709677
1991,3,Morse Lake,49.6612903226,64.3580645161,35.6774193548,17.0,25.5161290323,0.325806451613,2.54838709677
1991,3,Mount Crag,11.5225806452,58.8741935484,37.8709677419,23.935483871,29.3870967742,0.261290322581,2.54838709677
1991,3,Olallie Meadows,43.0483870968,131.609677419,35.6774193548,24.3548387097,29.1290322581,0.38064516129,2.54838709677
1991,3,Paradise ,63.6967741935,103.4,37.0,20.5483870968,27.4193548387,0.348387096774,2.54838709677
1991,3,Park Creek Ridge,58.6258064516,76.2774193548,35.2258064516,21.9032258065,27.4516129032,0.209677419355,2.54838709677
1991,3,Pigtail Peak,56.0387096774,67.6903225806,33.3870967742,18.4193548387,24.6451612903,0.270967741935,2.54838709677
1991,3,Pope Ridge,13.7741935484,37.5451612903,42.8387096774,19.935483871,30.1612903226,0.0967741935484,2.54838709677
1991,3,Potato Hill,16.2516129032,30.5387096774,35.9032258065,21.7741935484,27.7419354839,0.193548387097,2.54838709677
1991,3,Quartz Peak,16.2516129032,30.5387096774,35.9032258065,21.7741935484,27.7419354839,0.193548387097,2.54838709677
1991,3,Salmon Meadows,5.91290322581,9.0064516129,35.3870967742,17.9677419355,26.5483870968,0.0709677419355,2.54838709677
1991,3,Sasse Ridge,23.4935483871,60.1870967742,40.0322580645,23.0967741935,29.2258064516,0.170967741935,2.54838709677
1991,3,Sheep Canyon,25.9096774194,95.4161290323,37.4193548387,25.3548387097,30.6451612903,0.425806451613,2.54838709677
1991,3,Spencer Meadow,11.8838709677,78.235483871,40.6774193548,24.7741935484,32.1612903226,0.387096774194,2.54838709677
1991,3,Spirit Lake,2.34516129032,72.0935483871,41.935483871,26.4838709677,32.9677419355,0.312903225806,2.54838709677
1991,3,Stampede Pass,33.0032258065,91.0096774194,37.5806451613,24.4516129032,29.6129032258,0.248387096774,2.54838709677
1991,3,Surprise Lakes,29.5903225806,73.8225806452,39.4193548387,22.7741935484,29.8064516129,0.325806451613,2.54838709677
1991,3,Thunder Basin,34.1290322581,82.0677419355,39.5806451613,16.0967741935,26.1612903226,0.21935483871,2.54838709677
1991,3,Touchet,22.264516129,34.1741935484,35.4516129032,22.5161290323,27.935483871,0.206451612903,2.54838709677
1991,3,Trough,2.94193548387,11.3677419355,34.5483870968,20.6451612903,26.5161290323,0.122580645161,2.54838709677
1991,3,Upper Wheeler,9.93548387097,14.9806451613,38.4193548387,21.6451612903,28.5161290323,0.11935483871,2.54838709677
1991,3,White Pass ES,16.2741935484,33.8677419355,33.5161290323,20.9677419355,27.1290322581,0.161290322581,2.54838709677
1991,4,Blewett Pass,8.77333333333,37.6033333333,49.1666666667,29.2333333333,37.3666666667,0.1,2.5
1991,4,Bumping Ridge,21.8866666667,64.79,44.0666666667,27.3333333333,33.8,0.23,2.5
1991,4,Bunchgrass Meadow,29.1821428571,39.8821428571,45.5,23.4285714286,33.4642857143,0.192857142857,2.5
1991,4,Corral Pass,37.8233333333,55.5933333333,41.0,23.7333333333,30.6,0.256666666667,2.5
