Month,SensorName,Snow Water Equivalent (in),Precipitation Accumulation (in)
7,Grouse Camp,0.0,31.1002081165
7,Hart's Pass,2.39326375712,47.8298
7,Huckleberry,0.0,40.1218637993
7,June Lake,12.6052681091,141.755221072
7,Lone Pine,3.61002615519,86.5727114211
7,Lost Horse,-0.0787119856887,31.9751341682
7,Lyman Lake,6.1504398827,71.6394916911
7,Meadows Pass,0.0,90.0435483871
7,Morse Lake,4.25028462998,77.7606060606
7,Moses Mountain,0.0,25.798655914
7,Mount Crag,0.573449131514,70.8013647643
7,Mount Gardner,0.000146627565982,96.4945747801
7,Mowich,0.0,52.3869070209
7,Olallie Meadows,4.61840607211,112.493548387
7,Paradise ,16.8516129032,106.681783681
7,Park Creek Ridge,0.00122057541412,63.1121185702
7,Pigtail Peak,3.15891840607,77.5090132827
7,Pope Ridge,0.0,32.5177908113
7,Potato Hill,2.82364425163,44.9921908894
7,Quartz Peak,2.82364425163,44.9921908894
7,Rex River,0.00951612903226,101.598387097
7,Salmon Meadows,0.0,20.0856304985
7,Sasse Ridge,1.678125,53.6478830645
7,Sheep Canyon,10.5392626728,115.981658986
7,Skookum Creek,0.0103565365025,137.005263158
7,Spencer Meadow,4.00296296296,90.7492277992
7,Spirit Lake,0.0,84.2783870968
7,Stampede Pass,0.105180840665,81.9780058651
7,Surprise Lakes,1.60435919791,91.1614646905
7,Swamp Creek,0.0,37.1368951613
7,Thunder Basin,0.550710900474,64.5719194313
7,Tinkham Creek,0.0653958944282,100.375513196
7,Touchet,0.0,53.1783681214
7,Trough,0.0,24.9231037489
7,Upper Wheeler,0.0,26.6263757116
7,Waterhole,1.04616935484,65.891733871
7,Wells Creek,0.470806451613,76.5440322581
7,White Pass ES,0.957142857143,40.5937327189
8,Alpine Meadows,0.158064516129,155.601129032
8,Blewett Pass,0.0,33.369544592
8,Bumping Ridge,3.27838709677,56.8238709677
8,Bunchgrass Meadow,0.0,50.3436432638
8,Burnt Mountain,0.0,73.0108159393
8,Corral Pass,0.0,58.0879866518
8,Cougar Mountain,0.0,92.150342131
8,Dungeness,0.0,44.1614800759
8,Elbow Lake,0.312599681021,136.277352472
8,Fish Lake,0.0,60.2511730205
8,Green Lake,0.0,33.9958944282
8,Grouse Camp,0.000106269925611,31.5891604676
8,Hart's Pass,1.58557874763,49.0384916748
8,Huckleberry,0.0,40.6419354839
8,June Lake,12.6517209302,142.321674419
8,Lone Pine,1.87872711421,87.9420535714
8,Lost Horse,-0.324324324324,31.943963964
8,Lyman Lake,2.13998044966,72.9687194526
8,Meadows Pass,0.0,91.3076246334
8,Morse Lake,2.09060721063,78.5260997067
8,Moses Mountain,0.0,26.7120967742
8,Mount Crag,0.0,72.2187344913
8,Mount Gardner,0.0,98.0390029326
8,Mowich,0.0,53.3104364326
8,Olallie Meadows,3.66318785579,114.15370019
8,Paradise ,4.2655597723,108.102182163
8,Park Creek Ridge,0.0,64.0219703575
8,Pigtail Peak,0.00151802656546,78.3710626186
8,Pope Ridge,0.0,33.1644183773
8,Potato Hill,3.80720430108,46.3513978495
8,Quartz Peak,3.80720430108,46.3513978495
8,Rex River,0.0,103.103064516
8,Salmon Meadows,0.0,21.0825024438
8,Sasse Ridge,1.68125,54.1084677419
8,Sheep Canyon,8.80951061865,118.452354571
8,Skookum Creek,0.235194585448,139.399153976
8,Spencer Meadow,4.80897317299,89.5726224784
8,Spirit Lake,0.0,85.3611827957
8,Stampede Pass,0.0,83.137829912
8,Surprise Lakes,0.864864864865,91.6654751526
8,Swamp Creek,0.0,38.0060483871
8,Thunder Basin,0.0,66.4485065711
8,Tinkham Creek,0.0,101.738123167
8,Touchet,0.0,53.9877609108
8,Trough,0.0,25.4949433304
8,Upper Wheeler,0.0,26.9311195446
8,Waterhole,0.0,66.564516129
8,Wells Creek,0.800955414013,77.8323248408
8,White Pass ES,0.957142857143,40.9693087558
9,Alpine Meadows,0.935837245696,158.000486224
9,Blewett Pass,0.0,34.167745098
9,Bumping Ridge,3.3525,57.9855
9,Bunchgrass Meadow,0.0109803921569,52.178627451
9,Burnt Mountain,0.0,75.8217647059
9,Corral Pass,0.00137931034483,59.6937931034
9,Cougar Mountain,0.0,95.7996969697
9,Dungeness,0.0,45.3574509804
9,Elbow Lake,0.0,138.941269841
